id,displayName,primaryType,formattedAddress,location[latitude],location[longitude],nationalPhoneNumber,currentOpeningHours,websiteURL,
ChIJ1zPm8S3-HIMR3Zy5N52n4a8,Davis Property Management LLC.,general_contractor,"566 Old Fredonia Rd, Mercer, PA 16137, USA",41.29241580000001,-80.2530231,(724) 456-6972,Monday: 7:30 AM - 4:30 PM|Tuesday: 7:30 AM - 4:30 PM|Wednesday: 7:30 AM - 4:30 PM|Thursday: 7:30 AM - 4:30 PM|Friday: 7:30 AM - 4:30 PM|Saturday: Closed|Sunday: Closed|,
ChIJm7FrNaykM4gRMEEu8ij-mh8,Tennessee Gas Pipeline Co,,"1211 Greenville Mercer Rd, Mercer, PA 16137, USA",41.275582899999996,-80.2734564,(724) 662-2990,,
ChIJ8fNfinmlM4gRGwIjUv7_4m0,Harthegig Conservation Club,sports_club,"600 Rodgers Hill Rd, Fredonia, PA 16124, USA",41.296604099999996,-80.2576522,,,
ChIJ1WjPeKikM4gR3q-b6ETK21E,Guiler & Guiler Accounting Inc,consultant,"1104 Greenville Mercer Rd, Mercer, PA 16137, USA",41.2707011,-80.2655912,(724) 662-2154,,
ChIJFxSP26ekM4gRFGerfAuPnuM,Watson's Milk Hauling Inc,moving_company,"1093 Greenville Mercer Rd, Mercer, PA 16137, USA",41.2701436,-80.2651903,(724) 662-5219,,
ChIJ_9nyt0m7M4gRHZylxOMpRcw,Yeager Locust Grove,bar,"1428 Greenville Mercer Rd, Mercer, PA 16137, USA",41.2888259,-80.2841339,(724) 662-2160,Monday: 12:00 - 8:00 PM|Tuesday: 12:00 - 8:00 PM|Wednesday: 12:00 PM - 2:00 AM|Thursday: 12:00 PM - 2:00 AM|Friday: 12:00 PM - 2:00 AM|Saturday: 12:00 PM - 2:00 AM|Sunday: 12:00 - 8:00 PM|,
ChIJH9GuW8WlM4gR8Hn0oeZVBTY,All Saints Cemetery,cemetery,"Jefferson Township, PA 16137, USA",41.2691476,-80.26485749999999,,,
ChIJO2sfYhGlM4gR7Gh_ct4GGyM,Coolspring Wood Products (Custom Sawing & Lumber),general_contractor,"700 Rodgers Hill Rd, Mercer, PA 16137, USA",41.2951184,-80.246686,(724) 475-4441,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: Closed|,https://justplainbusiness.com/coolspring-wood-products/
ChIJmS_CBwSlM4gR3EB4sRDoPWo,Coolsprings Bargains Surplus Store,discount_store,"700 Rodgers Hill Rd, Mercer, PA 16137, USA",41.2951184,-80.246686,(724) 475-4441,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: Closed|,https://justplainbusiness.com/coolsprings-bargains-surplus-store/
ChIJHxLB4I6kM4gRFYYu6Tv5mq8,Leomart,point_of_interest,"854 N Perry Hwy, Mercer, PA 16137, USA",41.279083,-80.239204,,,
ChIJCRR_wY6kM4gRk7OPi7Z023E,ZB STORAGE,storage,"Coolspring Township, PA 16137, USA",41.2797592,-80.23892099999999,,,
ChIJpzax8UqlM4gRrqlKspzrUfM,"Smith Transcription, Inc",health,"687 Rodgers Hill Rd, Fredonia, PA 16124, USA",41.3004847,-80.2474317,(724) 679-9710,Monday: 8:00 AM - 5:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,https://smithtranscription.net/
ChIJx0devlulM4gRk1F4qMO4_ww,Smitty's Boys Hardwoods,general_contractor,"687 Rodgers Hill Rd, Fredonia, PA 16124, USA",41.3004847,-80.2474317,(724) 496-9710,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: Closed|,
ChIJKYy86Y6kM4gRA2Uey8TDVrM,Cool Spring Twp Secretary,,"852 N Perry Hwy, Mercer, PA 16137, USA",41.2792556,-80.2386156,(724) 475-2010,,
ChIJKYMQBjilM4gR07gPX2aU_yQ,www.drewsaussiedoodles.com,,"356 Bower Rd, Fredonia, PA 16124, USA",41.3076473,-80.26207869999999,(724) 992-8079,,http://www.drewsaussiedoodles.com/
ChIJ20e9gZmlM4gRviZFfHTUSMM,"Smith Farms Events, LLC",event_venue,"81 Russell Rd, Fredonia, PA 16124, USA",41.3033929,-80.2438845,(724) 679-9710,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: Closed|,https://www.smithfarmevents.com/
ChIJU6gDEiO7M4gRXYJyRIlTjYw,Fredonia Forest Products Inc,general_contractor,"1600 Mercer Rd, Mercer, PA 16137, USA",41.2981896,-80.291135,(724) 662-4418,,
ChIJM8vvNKm8M4gRPD0UtUe6_Xs,Finnegan Computer Services,,"306 Fullingmill Rd, Mercer, PA 16137, USA",41.265338199999995,-80.28390279999999,(724) 662-4118,Monday: 7:00 AM - 5:00 PM|Tuesday: 7:00 AM - 5:00 PM|Wednesday: 7:00 AM - 5:00 PM|Thursday: 7:00 AM - 5:00 PM|Friday: 7:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,http://www.finnegancomputers.com/contact/
ChIJrd3UKOClM4gR2Z6PZwh8474,The Steele Girls Farm,,"126 Tait Rd, Mercer, PA 16137, USA",41.2803883,-80.22890869999999,(724) 866-5045,,
ChIJlcKsQeeVM4gRV4od-D98HaU,Amish Card Shop,shopping_mall,"NEW WILMNGTN, PA 16142, USA",41.159826599999995,-80.3711323,,,
ChIJTznmlMOVM4gR0OL1J1Wlu0Y,Czubek Farms,farm,"155 Mc Connell Rd, New Wilmington, PA 16142, USA",41.1748859,-80.3811648,(724) 946-8394,,
ChIJPRshZXWWM4gRKBbSwbL_A7Q,Irons Mill Farmstead Weddings and Events,wedding_venue,"252 Greenfield Rd, New Wilmington, PA 16142, USA",41.173766,-80.36511500000002,(724) 900-9169,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 10:00 AM - 7:00 PM|Friday: 10:00 AM - 9:00 PM|Saturday: 10:00 AM - 9:00 PM|Sunday: 10:00 AM - 7:00 PM|,http://ironsmillfarmsteadweddings.com/
ChIJVylmyhuXM4gRUHNpge15kr4,Jonathan sawmill,,"361 Greenfield Rd, New Wilmington, PA 16142, USA",41.181709,-80.36563660000002,,,
ChIJ03N7upqVM4gR3CZvmghBxkA,Adams Auto Garage,car_repair,"4295 New Castle Rd, Pulaski, PA 16143, USA",41.1529892,-80.396062,(724) 718-2903,Monday: 8:00 AM - 4:00 PM|Tuesday: 8:00 AM - 4:00 PM|Wednesday: 8:00 AM - 4:00 PM|Thursday: 8:00 AM - 4:00 PM|Friday: 8:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,
ChIJ36mkDjmXM4gRe8UkQHL9w50,Riethmiller Lumber,store,"172 Riethmiller Rd, New Wilmington, PA 16142, USA",41.1698921,-80.3501476,(724) 946-8608,Monday: 7:00 AM - 3:30 PM|Tuesday: 7:00 AM - 3:30 PM|Wednesday: 7:00 AM - 3:30 PM|Thursday: 7:00 AM - 3:30 PM|Friday: 7:00 AM - 3:30 PM|Saturday: Closed|Sunday: Closed|,
ChIJy7_uu26WM4gRq14UDC04eDY,Riethmiller Firearms,sporting_goods_store,"172A Riethmiller Rd, New Wilmington, PA 16142, USA",41.170375,-80.35014199999999,(724) 730-2725,Monday: 11:00 AM - 5:00 PM|Tuesday: 11:00 AM - 7:00 PM|Wednesday: 11:00 AM - 5:00 PM|Thursday: 11:00 AM - 7:00 PM|Friday: 11:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,http://riethmillerfirearms.com/
ChIJW93zvu6VM4gRV8DXITt4W60,Past Times & Bloomers,florist,"4344 New Castle Rd, Pulaski, PA 16143, USA",41.150045999999996,-80.39356,,,
ChIJI0ainUeUM4gR64ogBk0l-UA,Caleb International Ministries,,"4409 New Castle Rd, Pulaski, PA 16143, USA",41.147082,-80.3871211,(724) 946-8580,,
ChIJTbE3Q2mWM4gR0xFv-37aUUo,Boyd Colin Turf Industries,farm,"197 Riethmiller Rd, New Wilmington, PA 16142, USA",41.1704325,-80.3480204,(724) 946-8573,,
ChIJbZ_eN9OVM4gRuyg8SuBTUcs,Battle Row Market,market,"4197 New Castle Rd, Pulaski, PA 16143, USA",41.157629,-80.4036655,,,https://www.battlerowmarket.com/
ChIJBdqaCzyUM4gRvRGKJy4AvwU,Red Woof Inn Boarding Kennels,,"499 Pulaski Mercer Rd, New Wilmington, PA 16142, USA",41.1438431,-80.3823657,(724) 946-2948,,
ChIJ716jfeuWM4gR7v1jZDwOdEQ,Richardson Tree and Landscape Co,,"102 Buckwalter Rd, New Wilmington, PA 16142, USA",41.1610221,-80.40560150000002,(724) 946-3296,Monday: 8:00 AM - 4:00 PM|Tuesday: 8:00 AM - 4:00 PM|Wednesday: 8:00 AM - 4:00 PM|Thursday: 8:00 AM - 4:00 PM|Friday: 8:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,https://www.richardsontreeandlandscapeco.com/
ChIJv-M2GKuVM4gR5LTnQuI5HQE,Oak Leaf Estates,rv_park,"88 Mitchell Rd, West Middlesex, PA 16159, USA",41.1624408,-80.40698990000001,,,
ChIJ6Rkw4KqVM4gRgzT_cMNzSaQ,Lemick Inc,point_of_interest,"88 Mitchell Rd, West Middlesex, PA 16159, USA",41.1624415,-80.4070339,(724) 977-1040,,
ChIJAdbD7-SXM4gRWIlpyr83N54,The Vine and Branches Homestead,,"357 Bend Rd, New Wilmington, PA 16142, USA",41.158784499999996,-80.3465257,(724) 651-1613,,http://www.thevineandbrancheshomestead.com/
ChIJjR_DPiGUM4gRM9JcmtVLk9I,Lakeland Dairy,farm,"272 Angel Rd, New Wilmington, PA 16142, USA",41.1411705,-80.37133779999999,(724) 971-2361,,
ChIJA42rDiSVM4gRfFUcPn1pyjM,CS Medical Billing LLC,finance,"326 Gearhart Rd, Pulaski, PA 16143, USA",41.1563267,-80.407421,(724) 813-2074,Monday: 9:00 AM - 4:30 PM|Tuesday: 9:00 AM - 4:30 PM|Wednesday: 9:00 AM - 4:30 PM|Thursday: 9:00 AM - 4:30 PM|Friday: 9:00 AM - 4:30 PM|Saturday: Closed|Sunday: Closed|,http://csmedicalbillingllc.com/
ChIJhQc8VKuVM4gRG0eGA9-f27E,RTL Forest and Farm,,"4115 New Castle Rd, Pulaski, PA 16143, USA",41.159678199999995,-80.4090605,(724) 906-8226,Monday: 8:00 AM - 8:00 PM|Tuesday: 8:00 AM - 8:00 PM|Wednesday: 8:00 AM - 8:00 PM|Thursday: 8:00 AM - 8:00 PM|Friday: 8:00 AM - 4:00 PM|Saturday: 8:00 AM - 4:00 PM|Sunday: Closed|,http://www.rtlforestry.com/
ChIJa_gp4W2ZM4gRUMBta6yk5N0,Yoder's Greenhouse,,"150 N Spring Rd, Mercer, PA 16137, USA",41.177709799999995,-80.1929254,,Monday: 7:00 AM - 8:00 PM|Tuesday: 7:00 AM - 8:00 PM|Wednesday: 7:00 AM - 8:00 PM|Thursday: 7:00 AM - 8:00 PM|Friday: 7:00 AM - 8:00 PM|Saturday: 7:00 AM - 8:00 PM|Sunday: Closed|,
ChIJI-LN8tKYM4gRmvOWO-13PZg,Springfield Hardwood,general_contractor,"148 S Spring Rd, Mercer, PA 16137, USA",41.152917099999996,-80.1842968,(724) 748-5647,Monday: 8:00 AM - 4:30 PM|Tuesday: 8:00 AM - 4:30 PM|Wednesday: 8:00 AM - 4:30 PM|Thursday: 8:00 AM - 4:30 PM|Friday: 8:00 AM - 4:30 PM|Saturday: Closed|Sunday: Closed|,http://www.springfieldhardwood.com/
